,delay,trial,model,direction,gap
12298,3,74,TE,Y -> X,0.010102574231293175
12299,3,74,LZP,Independence,24.0
12300,3,75,DPE,X -> Y,0.07501056093872052
12301,3,75,GC,X -> Y,0.9560508642467761
12302,3,75,TE,Independence,0.0035935340121701124
12303,3,75,LZP,Independence,29.0
12304,3,76,DPE,X -> Y,0.056136599171237554
12305,3,76,GC,Independence,0.08161796072328492
12306,3,76,TE,Independence,0.002698060697924945
12307,3,76,LZP,Independence,28.0
12308,3,77,DPE,X -> Y,0.07379872076768045
12309,3,77,GC,Independence,0.20646872669243
12310,3,77,TE,Y -> X,0.005743361914273221
12311,3,77,LZP,Independence,23.0
12312,3,78,DPE,X -> Y,0.04188299818876355
12313,3,78,GC,Independence,0.6295731988634674
12314,3,78,TE,Y -> X,0.0033465438547666724
12315,3,78,LZP,X -> Y,28.0
12316,3,79,DPE,X -> Y,0.06098841740335147
12317,3,79,GC,Independence,0.13979768209549198
12318,3,79,TE,Y -> X,0.004352256427908864
12319,3,79,LZP,X -> Y,26.0
12320,3,80,DPE,X -> Y,0.0655277244194032
12321,3,80,GC,Independence,0.4834789624858935
12322,3,80,TE,Independence,0.0005905890847121716
12323,3,80,LZP,Independence,29.0
12324,3,81,DPE,X -> Y,0.07647649835019062
12325,3,81,GC,Independence,0.34032292674200093
12326,3,81,TE,Y -> X,0.008617086702410286
12327,3,81,LZP,Independence,21.0
12328,3,82,DPE,X -> Y,0.06156918691516767
12329,3,82,GC,Independence,0.009103079090102217
12330,3,82,TE,Y -> X,0.007038831766969775
12331,3,82,LZP,Independence,24.0
12332,3,83,DPE,X -> Y,0.07743264188262067
12333,3,83,GC,X -> Y,0.1463722709746741
12334,3,83,TE,Independence,0.0005243209165623156
12335,3,83,LZP,X -> Y,31.0
12336,3,84,DPE,X -> Y,0.09227779562919378
12337,3,84,GC,Independence,0.004539115911144467
12338,3,84,TE,Independence,0.0038906952666841093
12339,3,84,LZP,Independence,21.0
12340,3,85,DPE,X -> Y,0.08008096837021847
12341,3,85,GC,Independence,0.5563865947629729
12342,3,85,TE,Y -> X,0.004161720978770697
12343,3,85,LZP,Independence,24.0
12344,3,86,DPE,X -> Y,0.0469067593056579
12345,3,86,GC,Independence,0.34468815685214405
12346,3,86,TE,Y -> X,0.011590463609346426
12347,3,86,LZP,Independence,20.0
12348,3,87,DPE,X -> Y,0.0718025363385979
12349,3,87,GC,Independence,0.06837941035101913
12350,3,87,TE,Independence,0.0009260590482061481
12351,3,87,LZP,Independence,26.0
12352,3,88,DPE,X -> Y,0.056841306647144346
12353,3,88,GC,Independence,0.3298244118731266
12354,3,88,TE,Y -> X,0.004221647320233056
12355,3,88,LZP,Independence,25.0
12356,3,89,DPE,X -> Y,0.06011090712929004
12357,3,89,GC,Independence,0.3708581892677041
12358,3,89,TE,Independence,0.0007220756555203099
12359,3,89,LZP,Independence,24.0
12360,3,90,DPE,X -> Y,0.05816244708575224
12361,3,90,GC,Independence,0.4332050354709205
12362,3,90,TE,Y -> X,0.006712250654595303
12363,3,90,LZP,Independence,25.0
12364,3,91,DPE,X -> Y,0.047061982173883264
12365,3,91,GC,Independence,0.204906353054657
12366,3,91,TE,Independence,0.002132818570660734
12367,3,91,LZP,X -> Y,30.0
12368,3,92,DPE,X -> Y,0.06960798229679074
12369,3,92,GC,Independence,0.7625504485053828
12370,3,92,TE,Y -> X,0.005653298952505432
12371,3,92,LZP,X -> Y,33.0
12372,3,93,DPE,X -> Y,0.08693587089849947
12373,3,93,GC,X -> Y,0.374424360601397
12374,3,93,TE,Independence,0.000385036470200795
12375,3,93,LZP,Independence,28.0
12376,3,94,DPE,X -> Y,0.04880420450317841
12377,3,94,GC,Independence,0.3170561319719346
12378,3,94,TE,Independence,0.003585807242198519
12379,3,94,LZP,Independence,24.0
12380,3,95,DPE,X -> Y,0.06073384745395742
12381,3,95,GC,Independence,0.7286035116794783
12382,3,95,TE,Independence,0.003891722663785718
12383,3,95,LZP,Independence,26.0
12384,3,96,DPE,X -> Y,0.06441284486974932
12385,3,96,GC,Independence,0.4018000339614397
12386,3,96,TE,Y -> X,0.010982694738750664
12387,3,96,LZP,Independence,27.0
12388,3,97,DPE,X -> Y,0.05830443192355554
12389,3,97,GC,Independence,0.09842944120502456
12390,3,97,TE,Independence,0.0019174624007770513
12391,3,97,LZP,Independence,23.0
12392,3,98,DPE,X -> Y,0.0834209956616784
12393,3,98,GC,Independence,0.343069634869267
12394,3,98,TE,Y -> X,0.008697827829430188
12395,3,98,LZP,Independence,26.0
12396,3,99,DPE,X -> Y,0.057537232163171706
12397,3,99,GC,Independence,0.15978633581608487
12398,3,99,TE,Y -> X,0.00400352100290639
12399,3,99,LZP,Independence,28.0
12400,3,100,DPE,X -> Y,0.09663508628026571
12401,3,100,GC,Independence,0.1075865783166422
12402,3,100,TE,Independence,0.004472008764472504
12403,3,100,LZP,Independence,24.0
12404,3,101,DPE,X -> Y,0.05731480843206117
12405,3,101,GC,Independence,0.4328775206002625
12406,3,101,TE,Y -> X,0.005336156452130116
12407,3,101,LZP,Independence,21.0
12408,3,102,DPE,X -> Y,0.07380173234398374
12409,3,102,GC,X -> Y,0.39570119865824094
12410,3,102,TE,Independence,0.0012326853115861391
12411,3,102,LZP,Independence,27.0
12412,3,103,DPE,X -> Y,0.04620134196510273
12413,3,103,GC,Independence,0.7257593230450987
12414,3,103,TE,Y -> X,0.005434143705024914
12415,3,103,LZP,Independence,22.0
12416,3,104,DPE,X -> Y,0.07323817615872724
12417,3,104,GC,Independence,0.010103717731139363
12418,3,104,TE,Independence,0.0010041896744454725
12419,3,104,LZP,X -> Y,27.0
12420,3,105,DPE,X -> Y,0.08083566324164469
12421,3,105,GC,Independence,0.46665875416710517
12422,3,105,TE,Y -> X,0.00466155153552089
12423,3,105,LZP,Independence,26.0
12424,3,106,DPE,X -> Y,0.05199978960341725
12425,3,106,GC,Independence,0.008545031416276827
12426,3,106,TE,Y -> X,0.008242536642773777
12427,3,106,LZP,X -> Y,31.0
12428,3,107,DPE,X -> Y,0.06668893463753006
12429,3,107,GC,Independence,0.23655330320567391
12430,3,107,TE,Y -> X,0.005812996989611459
12431,3,107,LZP,Independence,24.0
12432,3,108,DPE,X -> Y,0.054030236481315594
12433,3,108,GC,Independence,0.45572851002621384
12434,3,108,TE,Independence,0.0031025557904698618
12435,3,108,LZP,X -> Y,31.0
12436,3,109,DPE,X -> Y,0.06728965650389412
12437,3,109,GC,Independence,0.2049978741758191
12438,3,109,TE,Independence,0.0014789641504714453
12439,3,109,LZP,Independence,30.0
12440,3,110,DPE,X -> Y,0.06429160455457664
12441,3,110,GC,Independence,0.42737689251478933
12442,3,110,TE,Y -> X,0.004572654141250687
12443,3,110,LZP,Independence,25.0
12444,3,111,DPE,X -> Y,0.0507320361659018
12445,3,111,GC,X -> Y,0.19263767099834797
12446,3,111,TE,Independence,0.0007787021341465646
12447,3,111,LZP,Independence,23.0
12448,3,112,DPE,X -> Y,0.06088050569067835
12449,3,112,GC,Independence,0.0036901297461005072
12450,3,112,TE,Y -> X,0.008963891923179014
12451,3,112,LZP,Independence,24.0
12452,3,113,DPE,X -> Y,0.0827708983949075
12453,3,113,GC,Independence,0.2804931188935773
12454,3,113,TE,Independence,0.0027928033640203923
12455,3,113,LZP,X -> Y,28.0
12456,3,114,DPE,X -> Y,0.05965631546930888
12457,3,114,GC,Y -> X,0.41474288533386056
12458,3,114,TE,Y -> X,0.008264265831219444
12459,3,114,LZP,X -> Y,29.0
12460,3,115,DPE,X -> Y,0.05558158348769847
12461,3,115,GC,Independence,0.500235622379949
12462,3,115,TE,Y -> X,0.00879075581045548
12463,3,115,LZP,Independence,20.0
12464,3,116,DPE,X -> Y,0.05471490129004217
12465,3,116,GC,Independence,0.311241313986128
12466,3,116,TE,Y -> X,0.005057771915442307
12467,3,116,LZP,Independence,29.0
12468,3,117,DPE,X -> Y,0.05727054465318187
12469,3,117,GC,Independence,0.1067385947147913
12470,3,117,TE,Independence,0.002382071826944167
12471,3,117,LZP,Independence,23.0
12472,3,118,DPE,X -> Y,0.06917733984649117
12473,3,118,GC,Independence,0.4904384405410383
12474,3,118,TE,Y -> X,0.008389288360332411
12475,3,118,LZP,Independence,22.0
12476,3,119,DPE,X -> Y,0.056076283597876225
12477,3,119,GC,Independence,0.3495524735977237
12478,3,119,TE,Y -> X,0.006373714389567577
12479,3,119,LZP,Independence,22.0
12480,3,120,DPE,X -> Y,0.056169620118196865
12481,3,120,GC,Y -> X,0.8166183946955679
12482,3,120,TE,Y -> X,0.010736530729817348
12483,3,120,LZP,Independence,18.0
12484,3,121,DPE,X -> Y,0.06430180249153636
12485,3,121,GC,Independence,0.20357186594065757
12486,3,121,TE,Y -> X,0.005969603090310893
12487,3,121,LZP,X -> Y,29.0
12488,3,122,DPE,X -> Y,0.070203319348737
12489,3,122,GC,X -> Y,0.253301403597953
12490,3,122,TE,Independence,0.0033829609075155167
12491,3,122,LZP,Independence,28.0
12492,3,123,DPE,X -> Y,0.07016419932481782
12493,3,123,GC,Independence,0.01644117011954651
12494,3,123,TE,Independence,0.00014737768925698544
12495,3,123,LZP,X -> Y,25.0
12496,3,124,DPE,X -> Y,0.05527962622537284
12497,3,124,GC,Y -> X,0.15001577131618504
12498,3,124,TE,Y -> X,0.007843658648466059
12499,3,124,LZP,Independence,19.0
12500,3,125,DPE,X -> Y,0.07655669593562683
12501,3,125,GC,Independence,0.47567874238893915
12502,3,125,TE,Y -> X,0.004707621915730752
12503,3,125,LZP,Independence,27.0
12504,3,126,DPE,X -> Y,0.06049731601996686
12505,3,126,GC,Independence,0.30142912532973665
12506,3,126,TE,Independence,0.004188235709322549
12507,3,126,LZP,Independence,21.0
12508,3,127,DPE,X -> Y,0.04802267046723902
12509,3,127,GC,Independence,0.21740033100777112
12510,3,127,TE,Independence,0.003523148400299046
12511,3,127,LZP,Independence,25.0
12512,3,128,DPE,X -> Y,0.052208422450348735
12513,3,128,GC,Independence,0.3256924805689271
12514,3,128,TE,Y -> X,0.0060037602731596515
12515,3,128,LZP,Independence,22.0
12516,3,129,DPE,X -> Y,0.0542338004818969
12517,3,129,GC,Independence,0.24639221437108505
12518,3,129,TE,Independence,0.00026425373295066044
12519,3,129,LZP,X -> Y,28.0
12520,3,130,DPE,X -> Y,0.08202401026170336
12521,3,130,GC,Independence,0.20033643595401712
12522,3,130,TE,Independence,0.00119769515591003
12523,3,130,LZP,Independence,31.0
12524,3,131,DPE,X -> Y,0.06357085891141802
12525,3,131,GC,Independence,0.005728661195644423
12526,3,131,TE,Y -> X,0.009504289155337652
12527,3,131,LZP,Independence,27.0
12528,3,132,DPE,X -> Y,0.06363809397185428
12529,3,132,GC,Independence,0.06758147984736174
12530,3,132,TE,Independence,0.0029757390709914595
12531,3,132,LZP,Independence,22.0
12532,3,133,DPE,X -> Y,0.06638079259555316
12533,3,133,GC,X -> Y,0.12253876252424827
12534,3,133,TE,Independence,0.00032362645712023883
12535,3,133,LZP,X -> Y,32.0
12536,3,134,DPE,X -> Y,0.04370519984591131
12537,3,134,GC,Independence,0.13133937894379139
12538,3,134,TE,Y -> X,0.010444835682515195
12539,3,134,LZP,Independence,25.0
12540,3,135,DPE,X -> Y,0.054571210404452807
12541,3,135,GC,Independence,0.008065130435894225
12542,3,135,TE,Y -> X,0.007649432960518145
12543,3,135,LZP,X -> Y,29.0
12544,3,136,DPE,X -> Y,0.054105756821979656
12545,3,136,GC,Independence,0.011656605814441723
12546,3,136,TE,Independence,3.273012728932939e-05
12547,3,136,LZP,Independence,30.0
12548,3,137,DPE,X -> Y,0.06920262207459732
12549,3,137,GC,Independence,0.1368492913965187
12550,3,137,TE,Independence,0.0035857978363404036
12551,3,137,LZP,Independence,29.0
12552,3,138,DPE,X -> Y,0.04965061242632052
12553,3,138,GC,Independence,0.16852704078315017
12554,3,138,TE,Independence,0.002816810101063308
12555,3,138,LZP,X -> Y,25.0
12556,3,139,DPE,X -> Y,0.08129560046295142
12557,3,139,GC,Y -> X,0.7018669534760222
12558,3,139,TE,Y -> X,0.009175670750608697
12559,3,139,LZP,X -> Y,31.0
12560,3,140,DPE,X -> Y,0.0748555510863482
12561,3,140,GC,Independence,0.21257108733718222
12562,3,140,TE,Y -> X,0.0036370728838276962
12563,3,140,LZP,Independence,25.0
12564,3,141,DPE,X -> Y,0.07421869763524189
12565,3,141,GC,Independence,0.23502424623047546
12566,3,141,TE,Independence,0.0005911567869074501
12567,3,141,LZP,Independence,31.0
12568,3,142,DPE,X -> Y,0.06495267714624507
12569,3,142,GC,Independence,0.17278421351996864
12570,3,142,TE,Independence,0.002280110489589659
12571,3,142,LZP,Independence,25.0
12572,3,143,DPE,X -> Y,0.06454663457698188
12573,3,143,GC,X -> Y,0.13186536507270596
12574,3,143,TE,Y -> X,0.00695908620005517
12575,3,143,LZP,X -> Y,30.0
12576,3,144,DPE,X -> Y,0.05701458162428545
12577,3,144,GC,Independence,0.07654387688235688
12578,3,144,TE,Independence,0.0007831306504810025
12579,3,144,LZP,X -> Y,27.0
12580,3,145,DPE,X -> Y,0.07665921535417006
12581,3,145,GC,Independence,0.06301293491764959
12582,3,145,TE,Independence,0.0005599420863706596
12583,3,145,LZP,Independence,25.0
12584,3,146,DPE,X -> Y,0.08074489262623663
12585,3,146,GC,Independence,0.16519633809132714
12586,3,146,TE,Y -> X,0.009257076880316628
12587,3,146,LZP,Independence,22.0
12588,3,147,DPE,X -> Y,0.05030349992497572
12589,3,147,GC,Independence,0.01971586692445776
12590,3,147,TE,Independence,0.003118013358597353
12591,3,147,LZP,Independence,32.0
12592,3,148,DPE,X -> Y,0.07889502043784459
12593,3,148,GC,X -> Y,0.6181346063435568
12594,3,148,TE,Independence,0.0011648684249451228
12595,3,148,LZP,X -> Y,26.0
12596,3,149,DPE,X -> Y,0.0724514007097597
12597,3,149,GC,X -> Y,0.9098131661868282
12598,3,149,TE,Independence,0.0005579880372750729
12599,3,149,LZP,X -> Y,30.0
12600,3,150,DPE,X -> Y,0.0779420804590996
12601,3,150,GC,Independence,0.39116379739399926
12602,3,150,TE,Y -> X,0.007140175464798736
12603,3,150,LZP,X -> Y,28.0
12604,3,151,DPE,X -> Y,0.05053320752599001
12605,3,151,GC,Independence,0.22665971037518595
12606,3,151,TE,Y -> X,0.0072603751232043386
12607,3,151,LZP,Independence,26.0
12608,3,152,DPE,X -> Y,0.06202092316506946
12609,3,152,GC,X -> Y,0.09113476746290358
12610,3,152,TE,Independence,0.00024472162013328006
12611,3,152,LZP,Independence,27.0
12612,3,153,DPE,X -> Y,0.07344261687293538
12613,3,153,GC,Y -> X,0.07569752358023463
12614,3,153,TE,Y -> X,0.012730301656062497
12615,3,153,LZP,Independence,29.0
12616,3,154,DPE,X -> Y,0.05844525448757733
12617,3,154,GC,Independence,0.1191497583476615
12618,3,154,TE,Independence,0.004080340924694197
12619,3,154,LZP,Independence,25.0
12620,3,155,DPE,X -> Y,0.0710686212148944
12621,3,155,GC,Independence,0.3657931225081996
12622,3,155,TE,Independence,0.002724516870814107
12623,3,155,LZP,Independence,25.0
12624,3,156,DPE,X -> Y,0.0656723040466179
12625,3,156,GC,X -> Y,0.09105849794670151
12626,3,156,TE,Independence,0.0011893346001822297
12627,3,156,LZP,Independence,26.0
12628,3,157,DPE,X -> Y,0.0529744774604646
12629,3,157,GC,Independence,0.13762756721916436
12630,3,157,TE,Independence,0.001152273269414676
12631,3,157,LZP,X -> Y,25.0
12632,3,158,DPE,X -> Y,0.06832912580856357
12633,3,158,GC,X -> Y,0.5089615236514452
12634,3,158,TE,Independence,0.0038891782380153644
12635,3,158,LZP,Independence,24.0
12636,3,159,DPE,X -> Y,0.05671696970828726
12637,3,159,GC,Independence,0.05448624223441845
12638,3,159,TE,Y -> X,0.005977818969452652
12639,3,159,LZP,Independence,23.0
12640,3,160,DPE,X -> Y,0.06081338187118303
12641,3,160,GC,Independence,0.4319207004371267
12642,3,160,TE,Independence,0.0004895624877376509
12643,3,160,LZP,Independence,24.0
12644,3,161,DPE,X -> Y,0.07771170078014722
12645,3,161,GC,X -> Y,0.060604383920364956
12646,3,161,TE,Independence,0.001442707739370574
12647,3,161,LZP,X -> Y,33.0
12648,3,162,DPE,X -> Y,0.058079765101491994
12649,3,162,GC,Independence,0.47625279168158074
12650,3,162,TE,Y -> X,0.008413531634925355
12651,3,162,LZP,Independence,23.0
12652,3,163,DPE,X -> Y,0.059515779443867343
12653,3,163,GC,Independence,0.2953793251398718
12654,3,163,TE,Y -> X,0.006614449240616699
12655,3,163,LZP,Independence,25.0
12656,3,164,DPE,X -> Y,0.06162665020064673
12657,3,164,GC,Independence,0.08028725666600584
12658,3,164,TE,Y -> X,0.006183306414594176
12659,3,164,LZP,Independence,28.0
12660,3,165,DPE,X -> Y,0.054054580216940776
12661,3,165,GC,Independence,0.37809900610098035
12662,3,165,TE,Y -> X,0.004165327732576281
12663,3,165,LZP,Independence,18.0
12664,3,166,DPE,X -> Y,0.05405936041211279
12665,3,166,GC,Independence,0.11843006890122265
12666,3,166,TE,Y -> X,0.008636186582371704
12667,3,166,LZP,Independence,26.0
12668,3,167,DPE,X -> Y,0.04632204511047651
12669,3,167,GC,Independence,0.09234152958080594
12670,3,167,TE,Y -> X,0.0043393776506838325
12671,3,167,LZP,Independence,25.0
12672,3,168,DPE,X -> Y,0.05836708785167762
12673,3,168,GC,X -> Y,0.16242971230634956
12674,3,168,TE,Independence,0.0021781026115700705
12675,3,168,LZP,X -> Y,29.0
12676,3,169,DPE,X -> Y,0.06705694822769584
12677,3,169,GC,Independence,0.03195793992346471
12678,3,169,TE,Y -> X,0.017834330581205607
12679,3,169,LZP,Independence,22.0
12680,3,170,DPE,X -> Y,0.06981598391028354
12681,3,170,GC,Independence,0.5310431898189621
12682,3,170,TE,Independence,0.001904336345451221
12683,3,170,LZP,Independence,22.0
12684,3,171,DPE,X -> Y,0.0701865616892637
12685,3,171,GC,X -> Y,0.19552773503242088
12686,3,171,TE,Y -> X,0.0049032569370850414
12687,3,171,LZP,X -> Y,31.0
12688,3,172,DPE,X -> Y,0.050472213203809124
12689,3,172,GC,Independence,0.40899466152996783
12690,3,172,TE,Independence,0.002542453613326656
12691,3,172,LZP,Independence,21.0
12692,3,173,DPE,X -> Y,0.060577302954688265
12693,3,173,GC,Independence,0.6141325217486828
12694,3,173,TE,Y -> X,0.007070140231356874
12695,3,173,LZP,X -> Y,27.0
12696,3,174,DPE,X -> Y,0.04325326698821127
12697,3,174,GC,Independence,0.5327979035575965
12698,3,174,TE,Y -> X,0.004576616784437649
12699,3,174,LZP,Independence,25.0
12700,3,175,DPE,X -> Y,0.06434339474939217
12701,3,175,GC,Independence,0.39496355458189975
12702,3,175,TE,Independence,0.00012317016487563715
12703,3,175,LZP,X -> Y,27.0
12704,3,176,DPE,X -> Y,0.08251088648963155
12705,3,176,GC,Independence,0.0110017761061183
12706,3,176,TE,Y -> X,0.005501290893504534
12707,3,176,LZP,X -> Y,31.0
12708,3,177,DPE,X -> Y,0.07100789153155984
12709,3,177,GC,X -> Y,0.8185240037790822
12710,3,177,TE,Independence,0.00027303990117812267
12711,3,177,LZP,Independence,26.0
12712,3,178,DPE,X -> Y,0.06268440620329205
12713,3,178,GC,Independence,0.7556260388086818
12714,3,178,TE,Y -> X,0.007600451096509765
12715,3,178,LZP,Independence,24.0
12716,3,179,DPE,X -> Y,0.06461620189617445
12717,3,179,GC,Independence,0.5359252630412809
12718,3,179,TE,Independence,0.0016226781104190196
12719,3,179,LZP,Independence,26.0
12720,3,180,DPE,X -> Y,0.06464631041532393
12721,3,180,GC,Independence,0.028075140247341167
12722,3,180,TE,Y -> X,0.004455137667827789
12723,3,180,LZP,Independence,27.0
12724,3,181,DPE,X -> Y,0.046903040333497556
12725,3,181,GC,Independence,0.6073228845615523
12726,3,181,TE,Y -> X,0.011472188443833908
12727,3,181,LZP,Independence,22.0
12728,3,182,DPE,X -> Y,0.06177781832862187
12729,3,182,GC,Independence,0.006974532192184718
12730,3,182,TE,Independence,0.0023622267926173943
12731,3,182,LZP,X -> Y,35.0
12732,3,183,DPE,X -> Y,0.05548503602064694
12733,3,183,GC,Independence,0.003717319613993117
12734,3,183,TE,Independence,0.0019039738445692789
12735,3,183,LZP,Independence,28.0
12736,3,184,DPE,X -> Y,0.07669045382903682
12737,3,184,GC,Independence,0.8056149058527398
12738,3,184,TE,Y -> X,0.006418529178939763
12739,3,184,LZP,Independence,19.0
12740,3,185,DPE,X -> Y,0.08000190934126092
12741,3,185,GC,Independence,0.3845589294344911
12742,3,185,TE,Independence,0.004423485001808292
12743,3,185,LZP,Independence,26.0
12744,3,186,DPE,X -> Y,0.05885626104921081
12745,3,186,GC,Independence,0.7824477621329353
12746,3,186,TE,Y -> X,0.007175293884608696
12747,3,186,LZP,Independence,26.0
12748,3,187,DPE,X -> Y,0.06401995771627828
12749,3,187,GC,Independence,0.008097476788114281
12750,3,187,TE,Y -> X,0.004716060041548588
12751,3,187,LZP,Independence,26.0
12752,3,188,DPE,X -> Y,0.055243725161999456
12753,3,188,GC,Independence,0.3944313217638042
12754,3,188,TE,Independence,0.0029622103130150777
12755,3,188,LZP,Independence,24.0
12756,3,189,DPE,X -> Y,0.08039640460845725
12757,3,189,GC,Independence,0.22788743290862234
12758,3,189,TE,Y -> X,0.006013039405375625
12759,3,189,LZP,Independence,24.0
12760,3,190,DPE,X -> Y,0.054060531287656734
12761,3,190,GC,Independence,0.12098160413732739
12762,3,190,TE,Y -> X,0.012064189394982144
12763,3,190,LZP,Independence,24.0
12764,3,191,DPE,X -> Y,0.05683051035851212
12765,3,191,GC,Independence,0.3092623227968412
12766,3,191,TE,Independence,0.002357306534102044
12767,3,191,LZP,Independence,25.0
12768,3,192,DPE,X -> Y,0.06949358579701331
12769,3,192,GC,Independence,0.05858186120252107
12770,3,192,TE,Y -> X,0.005217382064343794
12771,3,192,LZP,Independence,27.0
12772,3,193,DPE,X -> Y,0.07061507134776182
12773,3,193,GC,Independence,0.03845263826611567
12774,3,193,TE,Y -> X,0.004510793204768981
12775,3,193,LZP,Independence,25.0
12776,3,194,DPE,X -> Y,0.06645031398977759
12777,3,194,GC,Independence,0.4829210946392558
12778,3,194,TE,Y -> X,0.0069228997848653955
12779,3,194,LZP,Independence,31.0
12780,3,195,DPE,X -> Y,0.05462307535260376
12781,3,195,GC,Independence,0.2891471146057217
12782,3,195,TE,Y -> X,0.007919521052180507
12783,3,195,LZP,Independence,26.0
12784,3,196,DPE,X -> Y,0.07438829870744618
12785,3,196,GC,Independence,0.8083193799856507
12786,3,196,TE,Independence,0.0011605599082498848
12787,3,196,LZP,Independence,30.0
12788,3,197,DPE,X -> Y,0.06924608667363637
12789,3,197,GC,Independence,0.20908916249103737
12790,3,197,TE,Independence,0.0003467934287911408
12791,3,197,LZP,Independence,17.0
12792,3,198,DPE,X -> Y,0.0634065742167877
12793,3,198,GC,Independence,0.6842822962076465
12794,3,198,TE,Independence,0.0017930598650859621
12795,3,198,LZP,Independence,27.0
12796,3,199,DPE,X -> Y,0.06341101515906106
12797,3,199,GC,Independence,0.09271026667843907
12798,3,199,TE,Independence,0.0027164503915222834
12799,3,199,LZP,Independence,20.0
12800,3,200,DPE,X -> Y,0.07266805365554288
12801,3,200,GC,Independence,0.4732811294752969
12802,3,200,TE,Y -> X,0.011802930528072237
12803,3,200,LZP,X -> Y,25.0
12804,3,201,DPE,X -> Y,0.06018624704940101
12805,3,201,GC,Independence,0.12135355564486239
12806,3,201,TE,Independence,7.519513279395868e-05
12807,3,201,LZP,Independence,24.0
12808,3,202,DPE,X -> Y,0.05156878983931771
12809,3,202,GC,Independence,0.07093390418664058
12810,3,202,TE,Independence,0.003513049691720389
12811,3,202,LZP,Independence,28.0
12812,3,203,DPE,X -> Y,0.05648515229781767
12813,3,203,GC,Independence,0.015097942988890667
12814,3,203,TE,Independence,0.0012179900510138428
12815,3,203,LZP,Independence,24.0
12816,3,204,DPE,X -> Y,0.07352710685382287
12817,3,204,GC,Independence,0.49756632606209206
12818,3,204,TE,Independence,0.0010816989669337877
12819,3,204,LZP,X -> Y,32.0
12820,3,205,DPE,X -> Y,0.07936488824433896
12821,3,205,GC,Independence,0.05676037229078079
12822,3,205,TE,Y -> X,0.005863964928400851
12823,3,205,LZP,X -> Y,28.0
12824,3,206,DPE,X -> Y,0.08142874660668895
12825,3,206,GC,Independence,0.363046521320348
12826,3,206,TE,Independence,0.0011312477445837928
12827,3,206,LZP,Independence,23.0
12828,3,207,DPE,X -> Y,0.0801898982970872
12829,3,207,GC,X -> Y,0.41873857899552674
12830,3,207,TE,Independence,0.00036809088339863957
12831,3,207,LZP,Independence,23.0
12832,3,208,DPE,X -> Y,0.059166092506696216
12833,3,208,GC,Independence,0.10153027290499067
12834,3,208,TE,Independence,0.005888957078237092
12835,3,208,LZP,X -> Y,28.0
12836,3,209,DPE,X -> Y,0.05449924053860514
12837,3,209,GC,Independence,0.0367939557525733
12838,3,209,TE,Y -> X,0.006744181332178687
12839,3,209,LZP,Independence,28.0
12840,3,210,DPE,X -> Y,0.04543354995441676
12841,3,210,GC,Independence,0.45519203152792076
12842,3,210,TE,Y -> X,0.011717044257633048
12843,3,210,LZP,Independence,22.0
12844,3,211,DPE,X -> Y,0.07609574059929905
12845,3,211,GC,Independence,0.3036988249075761
12846,3,211,TE,Independence,0.004176458566672899
12847,3,211,LZP,Independence,26.0
12848,3,212,DPE,X -> Y,0.07307648239178381
12849,3,212,GC,Independence,0.7224445691343457
12850,3,212,TE,Y -> X,0.006274666927848868
12851,3,212,LZP,Independence,25.0
12852,3,213,DPE,X -> Y,0.054426251793927204
12853,3,213,GC,X -> Y,0.07707950035156776
12854,3,213,TE,Y -> X,0.006686835181547375
12855,3,213,LZP,Independence,28.0
12856,3,214,DPE,X -> Y,0.059868031268489476
12857,3,214,GC,Independence,0.6638717393885607
12858,3,214,TE,Independence,0.003118957029931378
12859,3,214,LZP,Independence,22.0
12860,3,215,DPE,X -> Y,0.06716450789752297
12861,3,215,GC,X -> Y,0.23748488242531124
12862,3,215,TE,Y -> X,0.0043738056902037975
12863,3,215,LZP,Independence,27.0
12864,3,216,DPE,X -> Y,0.06475581848512849
12865,3,216,GC,Independence,0.09466537996823476
12866,3,216,TE,Y -> X,0.014041855600451323
12867,3,216,LZP,Independence,19.0
12868,3,217,DPE,X -> Y,0.04981261802216371
12869,3,217,GC,Independence,0.3116475574681488
12870,3,217,TE,Independence,0.0006811175540845302
12871,3,217,LZP,X -> Y,27.0
12872,3,218,DPE,X -> Y,0.06067259361421062
12873,3,218,GC,X -> Y,0.06436129269767715
12874,3,218,TE,Independence,0.0019296417718640086
12875,3,218,LZP,Independence,26.0
12876,3,219,DPE,X -> Y,0.06684047209830335
12877,3,219,GC,Independence,0.48998891487875385
12878,3,219,TE,Independence,0.00048527886841551984
12879,3,219,LZP,X -> Y,36.0
12880,3,220,DPE,X -> Y,0.05439038534240295
12881,3,220,GC,Independence,0.15082766855246946
12882,3,220,TE,Y -> X,0.005970574766420826
12883,3,220,LZP,Independence,26.0
12884,3,221,DPE,X -> Y,0.0753949892606412
12885,3,221,GC,Independence,0.2183538637065756
12886,3,221,TE,Independence,0.0020960209071681254
12887,3,221,LZP,Independence,26.0
12888,3,222,DPE,X -> Y,0.0673475568264942
12889,3,222,GC,Independence,0.07993511214482218
12890,3,222,TE,Y -> X,0.004900381113895236
12891,3,222,LZP,Independence,32.0
12892,3,223,DPE,X -> Y,0.07174383822296347
12893,3,223,GC,Independence,0.09198175272651854
12894,3,223,TE,Y -> X,0.004906386143672863
12895,3,223,LZP,Independence,23.0
12896,3,224,DPE,X -> Y,0.06911738403754211
12897,3,224,GC,Independence,0.31150785817072324
