,delay,trial,model,direction,gap
2200,0,550,DPE,X -> Y,0.1334814957791131
2201,0,550,GC,Independence,0.012848531828096784
2202,0,550,TE,X -> Y,0.3012026979535374
2203,0,550,LZP,Independence,27.0
2204,0,551,DPE,X -> Y,0.13152038265358318
2205,0,551,GC,Independence,0.0022440582836841835
2206,0,551,TE,X -> Y,0.2709505868025213
2207,0,551,LZP,Independence,26.0
2208,0,552,DPE,X -> Y,0.09908376660014624
2209,0,552,GC,Independence,1.874391689998003e-08
2210,0,552,TE,X -> Y,0.35079418095732184
2211,0,552,LZP,Independence,22.0
2212,0,553,DPE,X -> Y,0.10151094388845439
2213,0,553,GC,Independence,1.2823234048823396e-10
2214,0,553,TE,X -> Y,0.33892798786065825
2215,0,553,LZP,X -> Y,27.0
2216,0,554,DPE,X -> Y,0.14326095332416208
2217,0,554,GC,Independence,8.131623993995497e-05
2218,0,554,TE,X -> Y,0.2726518897993398
2219,0,554,LZP,Independence,27.0
2220,0,555,DPE,X -> Y,0.11740908746853367
2221,0,555,GC,Independence,0.005626273144798358
2222,0,555,TE,X -> Y,0.302041822550312
2223,0,555,LZP,Independence,29.0
2224,0,556,DPE,X -> Y,0.13035603299179352
2225,0,556,GC,Independence,0.0013191225179715515
2226,0,556,TE,X -> Y,0.292085701382584
2227,0,556,LZP,Independence,26.0
2228,0,557,DPE,X -> Y,0.13363763852636557
2229,0,557,GC,Independence,7.790085684960214e-06
2230,0,557,TE,X -> Y,0.2843217430109881
2231,0,557,LZP,Independence,24.0
2232,0,558,DPE,X -> Y,0.09937389292109472
2233,0,558,GC,Independence,0.0030407488141964483
2234,0,558,TE,X -> Y,0.3219639403125193
2235,0,558,LZP,Independence,24.0
2236,0,559,DPE,X -> Y,0.11108857536908558
2237,0,559,GC,Independence,0.03490462112598161
2238,0,559,TE,X -> Y,0.2746083180377107
2239,0,559,LZP,Independence,28.0
2240,0,560,DPE,X -> Y,0.11657848622981962
2241,0,560,GC,Independence,1.8655690812297086e-05
2242,0,560,TE,X -> Y,0.2800343285994621
2243,0,560,LZP,Independence,27.0
2244,0,561,DPE,X -> Y,0.10607372554613616
2245,0,561,GC,Independence,0.00032935015840007833
2246,0,561,TE,X -> Y,0.3093581212461097
2247,0,561,LZP,Independence,17.0
2248,0,562,DPE,X -> Y,0.10985405766493359
2249,0,562,GC,Independence,0.00013950285255864129
2250,0,562,TE,X -> Y,0.33440844017436977
2251,0,562,LZP,Independence,18.0
2252,0,563,DPE,X -> Y,0.11219528353601499
2253,0,563,GC,Independence,0.000552606725721033
2254,0,563,TE,X -> Y,0.30585338195249695
2255,0,563,LZP,Independence,26.0
2256,0,564,DPE,X -> Y,0.14046761677600444
2257,0,564,GC,Independence,0.0013296089151921845
2258,0,564,TE,X -> Y,0.2852999358938305
2259,0,564,LZP,Independence,26.0
2260,0,565,DPE,X -> Y,0.1367572640060043
2261,0,565,GC,Independence,7.059766586886635e-07
2262,0,565,TE,X -> Y,0.2996539619732168
2263,0,565,LZP,Independence,15.0
2264,0,566,DPE,X -> Y,0.12165959501033324
2265,0,566,GC,Independence,1.4581931628439394e-06
2266,0,566,TE,X -> Y,0.3164644535059616
2267,0,566,LZP,X -> Y,27.0
2268,0,567,DPE,X -> Y,0.11899857401968567
2269,0,567,GC,Independence,0.0013238492841259608
2270,0,567,TE,X -> Y,0.27609428571129424
2271,0,567,LZP,Independence,27.0
2272,0,568,DPE,X -> Y,0.1271112743762764
2273,0,568,GC,Independence,0.004619875473421493
2274,0,568,TE,X -> Y,0.28099398308498624
2275,0,568,LZP,Independence,25.0
2276,0,569,DPE,X -> Y,0.10614882075072578
2277,0,569,GC,Independence,9.61444922753253e-08
2278,0,569,TE,X -> Y,0.29163509903217166
2279,0,569,LZP,Independence,26.0
2280,0,570,DPE,X -> Y,0.10374112858708814
2281,0,570,GC,Independence,0.0037857876502316442
2282,0,570,TE,X -> Y,0.28896558044039644
2283,0,570,LZP,Independence,25.0
2284,0,571,DPE,X -> Y,0.1442317812435442
2285,0,571,GC,Independence,1.47977654395866e-07
2286,0,571,TE,X -> Y,0.31004996516594685
2287,0,571,LZP,X -> Y,27.0
2288,0,572,DPE,X -> Y,0.1102510535949312
2289,0,572,GC,Independence,1.1186806023436701e-07
2290,0,572,TE,X -> Y,0.3350169053539629
2291,0,572,LZP,Independence,21.0
2292,0,573,DPE,X -> Y,0.1174499273765832
2293,0,573,GC,Independence,0.04343891427062158
2294,0,573,TE,X -> Y,0.28410623802315466
2295,0,573,LZP,Independence,25.0
2296,0,574,DPE,X -> Y,0.12464685405279989
2297,0,574,GC,Independence,0.0071219182121164465
2298,0,574,TE,X -> Y,0.30792933828891345
2299,0,574,LZP,Independence,26.0
2300,0,575,DPE,X -> Y,0.13270095168206264
2301,0,575,GC,Independence,1.0820193288390813e-05
2302,0,575,TE,X -> Y,0.30048925017223715
2303,0,575,LZP,Independence,23.0
2304,0,576,DPE,X -> Y,0.12170534076964637
2305,0,576,GC,Independence,1.8087280503341029e-06
2306,0,576,TE,X -> Y,0.29557677352544737
2307,0,576,LZP,Independence,26.0
2308,0,577,DPE,X -> Y,0.09459883452006645
2309,0,577,GC,Independence,0.0010173374393734195
2310,0,577,TE,X -> Y,0.31708848120718697
2311,0,577,LZP,Independence,23.0
2312,0,578,DPE,X -> Y,0.13543571703015797
2313,0,578,GC,Independence,0.005725079596276425
2314,0,578,TE,X -> Y,0.2833703030477532
2315,0,578,LZP,Independence,26.0
2316,0,579,DPE,X -> Y,0.13535296199143876
2317,0,579,GC,Independence,4.975929940665305e-07
2318,0,579,TE,X -> Y,0.2991672358710562
2319,0,579,LZP,X -> Y,29.0
2320,0,580,DPE,X -> Y,0.09561589299119078
2321,0,580,GC,Independence,1.84967971090865e-07
2322,0,580,TE,X -> Y,0.2927677175098582
2323,0,580,LZP,Independence,25.0
2324,0,581,DPE,X -> Y,0.1008844993942018
2325,0,581,GC,Independence,3.4869636151444945e-05
2326,0,581,TE,X -> Y,0.3126825040453435
2327,0,581,LZP,Independence,23.0
2328,0,582,DPE,X -> Y,0.12428063948566166
2329,0,582,GC,Independence,0.0022138729877454622
2330,0,582,TE,X -> Y,0.2753068128169366
2331,0,582,LZP,Independence,28.0
2332,0,583,DPE,X -> Y,0.10078151127451966
2333,0,583,GC,Independence,0.0025563336721798535
2334,0,583,TE,X -> Y,0.29312263457119925
2335,0,583,LZP,Independence,26.0
2336,0,584,DPE,X -> Y,0.1272727713510715
2337,0,584,GC,Independence,3.8146793798982665e-05
2338,0,584,TE,X -> Y,0.3303352332473478
2339,0,584,LZP,Independence,21.0
2340,0,585,DPE,X -> Y,0.1407861029729247
2341,0,585,GC,Independence,3.109195710626665e-06
2342,0,585,TE,X -> Y,0.29427002420393555
2343,0,585,LZP,Independence,27.0
2344,0,586,DPE,X -> Y,0.12607143221844874
2345,0,586,GC,Independence,0.0036912608559951827
2346,0,586,TE,X -> Y,0.2988703568628596
2347,0,586,LZP,X -> Y,31.0
2348,0,587,DPE,X -> Y,0.10781644495839898
2349,0,587,GC,Independence,0.0002920175328247951
2350,0,587,TE,X -> Y,0.29466439239981007
2351,0,587,LZP,Independence,26.0
2352,0,588,DPE,X -> Y,0.12484560751561746
2353,0,588,GC,Independence,5.325321544603072e-06
2354,0,588,TE,X -> Y,0.2914101559026248
2355,0,588,LZP,Independence,28.0
2356,0,589,DPE,X -> Y,0.16211719451738255
2357,0,589,GC,Independence,3.847487000391796e-06
2358,0,589,TE,X -> Y,0.2894611124146319
2359,0,589,LZP,X -> Y,30.0
2360,0,590,DPE,X -> Y,0.1478007052434792
2361,0,590,GC,Independence,0.02353801634510361
2362,0,590,TE,X -> Y,0.29852462744126124
2363,0,590,LZP,X -> Y,31.0
2364,0,591,DPE,X -> Y,0.08427102860462451
2365,0,591,GC,Independence,0.00481418010273406
2366,0,591,TE,X -> Y,0.34463741536716896
2367,0,591,LZP,X -> Y,25.0
2368,0,592,DPE,X -> Y,0.12243126150940292
2369,0,592,GC,Independence,0.00014132787754025296
2370,0,592,TE,X -> Y,0.29200223351200244
2371,0,592,LZP,Independence,24.0
2372,0,593,DPE,X -> Y,0.14896045154131976
2373,0,593,GC,Independence,0.0027655981131731737
2374,0,593,TE,X -> Y,0.2842686782273834
2375,0,593,LZP,Independence,27.0
2376,0,594,DPE,X -> Y,0.13801180596646823
2377,0,594,GC,Independence,0.0008659679523391556
2378,0,594,TE,X -> Y,0.26790281701841434
2379,0,594,LZP,Independence,24.0
2380,0,595,DPE,X -> Y,0.12548163374109816
2381,0,595,GC,Independence,0.00018791702290093862
2382,0,595,TE,X -> Y,0.2747981420476457
2383,0,595,LZP,X -> Y,32.0
2384,0,596,DPE,X -> Y,0.11590516962915087
2385,0,596,GC,Independence,3.3017554780511737e-07
2386,0,596,TE,X -> Y,0.31541476095653836
2387,0,596,LZP,X -> Y,30.0
2388,0,597,DPE,X -> Y,0.11843394161112149
2389,0,597,GC,Independence,0.007210107873551075
2390,0,597,TE,X -> Y,0.29052615471053667
2391,0,597,LZP,Independence,23.0
2392,0,598,DPE,X -> Y,0.1435639739398741
2393,0,598,GC,Independence,0.0011553164084009311
2394,0,598,TE,X -> Y,0.2718008843524941
2395,0,598,LZP,Independence,22.0
2396,0,599,DPE,X -> Y,0.11544497900497704
2397,0,599,GC,Independence,5.271263060118762e-07
2398,0,599,TE,X -> Y,0.29588773379762157
2399,0,599,LZP,Independence,23.0
2400,0,600,DPE,X -> Y,0.15091677241082957
2401,0,600,GC,X -> Y,0.1029539532831131
2402,0,600,TE,X -> Y,0.28309005119531216
2403,0,600,LZP,X -> Y,33.0
2404,0,601,DPE,X -> Y,0.1345939043026369
2405,0,601,GC,Independence,0.0005297108521795881
2406,0,601,TE,X -> Y,0.28508139428041246
2407,0,601,LZP,X -> Y,31.0
2408,0,602,DPE,X -> Y,0.11672868199634533
2409,0,602,GC,Independence,2.0736479344575794e-05
2410,0,602,TE,X -> Y,0.2920719940558983
2411,0,602,LZP,X -> Y,30.0
2412,0,603,DPE,X -> Y,0.10638018638125701
2413,0,603,GC,Independence,0.0017437783932072396
2414,0,603,TE,X -> Y,0.29924255331452243
2415,0,603,LZP,Independence,23.0
2416,0,604,DPE,X -> Y,0.11366480626498482
2417,0,604,GC,Independence,0.0002129264064131659
2418,0,604,TE,X -> Y,0.2824025752401624
2419,0,604,LZP,Independence,26.0
2420,0,605,DPE,X -> Y,0.11113274076561783
2421,0,605,GC,Independence,0.001375379012415463
2422,0,605,TE,X -> Y,0.3132100748919748
2423,0,605,LZP,Independence,21.0
2424,0,606,DPE,X -> Y,0.11235580447985109
2425,0,606,GC,Independence,2.0722946912942282e-05
2426,0,606,TE,X -> Y,0.3054921552227989
2427,0,606,LZP,X -> Y,27.0
2428,0,607,DPE,X -> Y,0.10069588234480947
2429,0,607,GC,Independence,8.801012664903729e-05
2430,0,607,TE,X -> Y,0.3291229189559896
2431,0,607,LZP,Independence,16.0
2432,0,608,DPE,X -> Y,0.12316131737565632
2433,0,608,GC,Independence,7.593433823879045e-05
2434,0,608,TE,X -> Y,0.31025792615056613
2435,0,608,LZP,Independence,21.0
2436,0,609,DPE,X -> Y,0.1080403279829247
2437,0,609,GC,X -> Y,0.06232317903000089
2438,0,609,TE,X -> Y,0.2840999054823261
2439,0,609,LZP,X -> Y,30.0
2440,0,610,DPE,X -> Y,0.13753900974988936
2441,0,610,GC,Independence,0.0022984264299470932
2442,0,610,TE,X -> Y,0.308016308861257
2443,0,610,LZP,X -> Y,28.0
2444,0,611,DPE,X -> Y,0.14386571688077376
2445,0,611,GC,Independence,4.170183007987308e-05
2446,0,611,TE,X -> Y,0.31295794354569556
2447,0,611,LZP,Independence,22.0
2448,0,612,DPE,X -> Y,0.1543220057235792
2449,0,612,GC,Independence,0.02345614317233216
2450,0,612,TE,X -> Y,0.2773338183531247
2451,0,612,LZP,Independence,25.0
2452,0,613,DPE,X -> Y,0.1269869148446661
2453,0,613,GC,Independence,0.002025505896215988
2454,0,613,TE,X -> Y,0.30237408277142624
2455,0,613,LZP,Independence,25.0
2456,0,614,DPE,X -> Y,0.12339251093656284
2457,0,614,GC,Independence,0.0007395767501126639
2458,0,614,TE,X -> Y,0.300362793839581
2459,0,614,LZP,X -> Y,30.0
2460,0,615,DPE,X -> Y,0.11026259424797066
2461,0,615,GC,Independence,0.001628529668581732
2462,0,615,TE,X -> Y,0.2917392883992771
2463,0,615,LZP,Independence,22.0
2464,0,616,DPE,X -> Y,0.12289225762488984
2465,0,616,GC,Independence,2.401464843646909e-06
2466,0,616,TE,X -> Y,0.31683593447994723
2467,0,616,LZP,Independence,19.0
2468,0,617,DPE,X -> Y,0.10205103623608795
2469,0,617,GC,Independence,0.005432564442115203
2470,0,617,TE,X -> Y,0.2901685508717776
2471,0,617,LZP,X -> Y,30.0
2472,0,618,DPE,X -> Y,0.1336573222562956
2473,0,618,GC,Independence,5.196581942793968e-07
2474,0,618,TE,X -> Y,0.2810179422828346
2475,0,618,LZP,Independence,25.0
2476,0,619,DPE,X -> Y,0.1162376997668705
2477,0,619,GC,Independence,0.03157790950029139
2478,0,619,TE,X -> Y,0.25792117654115587
2479,0,619,LZP,Independence,28.0
2480,0,620,DPE,X -> Y,0.1051518532422623
2481,0,620,GC,Independence,1.108909937998348e-05
2482,0,620,TE,X -> Y,0.3103042158521449
2483,0,620,LZP,Independence,22.0
2484,0,621,DPE,X -> Y,0.10542588103692394
2485,0,621,GC,Independence,0.000267452315892299
2486,0,621,TE,X -> Y,0.2561310871889007
2487,0,621,LZP,X -> Y,34.0
2488,0,622,DPE,X -> Y,0.1221140551397276
2489,0,622,GC,Independence,3.2556083560269996e-07
2490,0,622,TE,X -> Y,0.27706686283047227
2491,0,622,LZP,Independence,25.0
2492,0,623,DPE,X -> Y,0.1132217107123534
2493,0,623,GC,X -> Y,0.053028215717050776
2494,0,623,TE,X -> Y,0.29334307762798845
2495,0,623,LZP,Independence,28.0
2496,0,624,DPE,X -> Y,0.10252978372274157
2497,0,624,GC,Independence,0.005167069239408982
2498,0,624,TE,X -> Y,0.3184754611883332
2499,0,624,LZP,Independence,19.0
2500,0,625,DPE,X -> Y,0.10772947115217768
2501,0,625,GC,Independence,3.1675711516721684e-05
2502,0,625,TE,X -> Y,0.32164333423965086
2503,0,625,LZP,Independence,23.0
2504,0,626,DPE,X -> Y,0.11842997984078985
2505,0,626,GC,Independence,6.531172732430915e-05
2506,0,626,TE,X -> Y,0.2986092352278373
2507,0,626,LZP,Independence,28.0
2508,0,627,DPE,X -> Y,0.13503592045701765
2509,0,627,GC,Independence,1.0605527160352819e-07
2510,0,627,TE,X -> Y,0.30276677239597805
2511,0,627,LZP,Independence,24.0
2512,0,628,DPE,X -> Y,0.10957513105619462
2513,0,628,GC,Independence,1.557014673775789e-06
2514,0,628,TE,X -> Y,0.28574496845830155
2515,0,628,LZP,Independence,25.0
2516,0,629,DPE,X -> Y,0.10100963570284731
2517,0,629,GC,Independence,7.611103385286482e-05
2518,0,629,TE,X -> Y,0.3124706021865938
2519,0,629,LZP,Independence,22.0
2520,0,630,DPE,X -> Y,0.13397111676574225
2521,0,630,GC,Independence,5.914732881666335e-10
2522,0,630,TE,X -> Y,0.3180562706639342
2523,0,630,LZP,X -> Y,25.0
2524,0,631,DPE,X -> Y,0.1364708939108497
2525,0,631,GC,Independence,0.01188713539331979
2526,0,631,TE,X -> Y,0.28748477042973863
2527,0,631,LZP,Independence,21.0
2528,0,632,DPE,X -> Y,0.16425240123994264
2529,0,632,GC,Independence,0.03804983203391799
2530,0,632,TE,X -> Y,0.28841969041003473
2531,0,632,LZP,Independence,29.0
2532,0,633,DPE,X -> Y,0.13683857134281133
2533,0,633,GC,Independence,0.0002620916852870945
2534,0,633,TE,X -> Y,0.2954708897523431
2535,0,633,LZP,Independence,21.0
2536,0,634,DPE,X -> Y,0.13307988914616758
2537,0,634,GC,Independence,0.0028773826322522245
2538,0,634,TE,X -> Y,0.30164369823040116
2539,0,634,LZP,Independence,26.0
2540,0,635,DPE,X -> Y,0.11914514968361686
2541,0,635,GC,Independence,0.005738896253166418
2542,0,635,TE,X -> Y,0.2922550985629593
2543,0,635,LZP,Independence,28.0
2544,0,636,DPE,X -> Y,0.11654390287041277
2545,0,636,GC,Independence,2.1284005980420137e-05
2546,0,636,TE,X -> Y,0.2961454713708991
2547,0,636,LZP,X -> Y,28.0
2548,0,637,DPE,X -> Y,0.13078806301249038
2549,0,637,GC,Independence,5.8227571648163576e-05
2550,0,637,TE,X -> Y,0.2803965059517465
2551,0,637,LZP,Independence,27.0
2552,0,638,DPE,X -> Y,0.10111401563417569
2553,0,638,GC,Independence,4.143260942628194e-08
2554,0,638,TE,X -> Y,0.29676293684091815
2555,0,638,LZP,Independence,27.0
2556,0,639,DPE,X -> Y,0.16205448589210453
2557,0,639,GC,Independence,3.2303598696739316e-06
2558,0,639,TE,X -> Y,0.28089004012550095
2559,0,639,LZP,X -> Y,30.0
2560,0,640,DPE,X -> Y,0.09605125061521455
2561,0,640,GC,Independence,0.0012578845900410765
2562,0,640,TE,X -> Y,0.30382936974810637
2563,0,640,LZP,Independence,24.0
2564,0,641,DPE,X -> Y,0.14987248112102625
2565,0,641,GC,Independence,0.00453402369079956
2566,0,641,TE,X -> Y,0.2820520838833479
2567,0,641,LZP,Independence,24.0
2568,0,642,DPE,X -> Y,0.11890394667017402
2569,0,642,GC,Independence,1.4803746110973522e-06
2570,0,642,TE,X -> Y,0.3061588697054833
2571,0,642,LZP,X -> Y,27.0
2572,0,643,DPE,X -> Y,0.1143840999716727
2573,0,643,GC,Independence,0.002019048069241171
2574,0,643,TE,X -> Y,0.2740471496224923
2575,0,643,LZP,Independence,23.0
2576,0,644,DPE,X -> Y,0.09643053384855962
2577,0,644,GC,Independence,2.0911016407439566e-07
2578,0,644,TE,X -> Y,0.31334843969895904
2579,0,644,LZP,Independence,20.0
2580,0,645,DPE,X -> Y,0.10394047875217019
2581,0,645,GC,Independence,4.1556085356929946e-05
2582,0,645,TE,X -> Y,0.3171848296555172
2583,0,645,LZP,X -> Y,26.0
2584,0,646,DPE,X -> Y,0.14399610283401082
2585,0,646,GC,Independence,3.603185192753608e-08
2586,0,646,TE,X -> Y,0.3225671222052367
2587,0,646,LZP,Independence,21.0
2588,0,647,DPE,X -> Y,0.09649037755354165
2589,0,647,GC,Independence,1.033607315659162e-06
2590,0,647,TE,X -> Y,0.3310470026544996
2591,0,647,LZP,Independence,20.0
2592,0,648,DPE,X -> Y,0.1417262638340993
2593,0,648,GC,Independence,0.0001737438748461703
2594,0,648,TE,X -> Y,0.32380182746286335
2595,0,648,LZP,X -> Y,28.0
2596,0,649,DPE,X -> Y,0.11637788472285468
2597,0,649,GC,Independence,1.0427241118686283e-05
2598,0,649,TE,X -> Y,0.276803178958877
2599,0,649,LZP,X -> Y,32.0
2600,0,650,DPE,X -> Y,0.13066840305613975
2601,0,650,GC,Independence,0.03590738145953231
2602,0,650,TE,X -> Y,0.29578102237747345
2603,0,650,LZP,Independence,29.0
2604,0,651,DPE,X -> Y,0.1572078196043471
2605,0,651,GC,Independence,0.0005156610638689125
2606,0,651,TE,X -> Y,0.2952868515508397
2607,0,651,LZP,Independence,23.0
2608,0,652,DPE,X -> Y,0.13681233524500083
2609,0,652,GC,Independence,9.278464989436825e-07
2610,0,652,TE,X -> Y,0.30063792457385
2611,0,652,LZP,X -> Y,27.0
2612,0,653,DPE,X -> Y,0.1377629262424307
2613,0,653,GC,Independence,0.0001548845156725118
2614,0,653,TE,X -> Y,0.2962100669644226
2615,0,653,LZP,X -> Y,30.0
2616,0,654,DPE,X -> Y,0.13199807835256003
2617,0,654,GC,Independence,0.011154463055356096
2618,0,654,TE,X -> Y,0.29209894610290205
2619,0,654,LZP,Independence,24.0
2620,0,655,DPE,X -> Y,0.10720886949939318
2621,0,655,GC,Independence,0.015984691349821452
2622,0,655,TE,X -> Y,0.3065340440219036
2623,0,655,LZP,Independence,23.0
2624,0,656,DPE,X -> Y,0.12975012475121456
2625,0,656,GC,Independence,0.0011108598122441713
2626,0,656,TE,X -> Y,0.30122316956927836
2627,0,656,LZP,X -> Y,31.0
2628,0,657,DPE,X -> Y,0.1289122855110421
2629,0,657,GC,Independence,6.220543190499236e-06
2630,0,657,TE,X -> Y,0.28542525967207316
2631,0,657,LZP,Independence,23.0
2632,0,658,DPE,X -> Y,0.13901463727233931
2633,0,658,GC,Independence,0.00026754668957407613
2634,0,658,TE,X -> Y,0.28938397145800004
2635,0,658,LZP,Independence,22.0
2636,0,659,DPE,X -> Y,0.09638973778973405
2637,0,659,GC,Independence,5.4665979898633634e-06
2638,0,659,TE,X -> Y,0.28906722739017693
2639,0,659,LZP,Independence,23.0
2640,0,660,DPE,X -> Y,0.10256588236970753
2641,0,660,GC,Independence,0.000998299302720218
2642,0,660,TE,X -> Y,0.2838450856811078
2643,0,660,LZP,Independence,28.0
2644,0,661,DPE,X -> Y,0.1250033989672154
2645,0,661,GC,Independence,0.0005682297456072161
2646,0,661,TE,X -> Y,0.31300013255727166
2647,0,661,LZP,Independence,23.0
2648,0,662,DPE,X -> Y,0.12757510649880358
2649,0,662,GC,Independence,0.0036041810067669574
2650,0,662,TE,X -> Y,0.3118059204124411
2651,0,662,LZP,Independence,24.0
2652,0,663,DPE,X -> Y,0.10583710389522215
2653,0,663,GC,Independence,2.0093488570847017e-06
2654,0,663,TE,X -> Y,0.3195868574568191
2655,0,663,LZP,Independence,26.0
2656,0,664,DPE,X -> Y,0.11964517120610585
2657,0,664,GC,Independence,0.0017253757639891394
2658,0,664,TE,X -> Y,0.3037928882703213
2659,0,664,LZP,Independence,20.0
2660,0,665,DPE,X -> Y,0.12540666534914635
2661,0,665,GC,X -> Y,0.197263892147858
2662,0,665,TE,X -> Y,0.3016123456797369
2663,0,665,LZP,Independence,25.0
2664,0,666,DPE,X -> Y,0.14609141365008455
2665,0,666,GC,Independence,0.0009447625923391881
2666,0,666,TE,X -> Y,0.301275419224977
2667,0,666,LZP,Independence,27.0
2668,0,667,DPE,X -> Y,0.11117254295344424
2669,0,667,GC,Independence,2.5924002333018582e-05
2670,0,667,TE,X -> Y,0.28969265765884267
2671,0,667,LZP,Independence,26.0
2672,0,668,DPE,X -> Y,0.1077642075987573
2673,0,668,GC,Independence,0.0074487134249934354
2674,0,668,TE,X -> Y,0.2909837483618752
2675,0,668,LZP,Independence,21.0
2676,0,669,DPE,X -> Y,0.11139165014949637
2677,0,669,GC,Independence,1.3059626812643495e-05
2678,0,669,TE,X -> Y,0.29733597952471613
2679,0,669,LZP,X -> Y,31.0
2680,0,670,DPE,X -> Y,0.14505144869656983
2681,0,670,GC,Independence,0.003897856174503308
2682,0,670,TE,X -> Y,0.2721854454289851
2683,0,670,LZP,X -> Y,34.0
2684,0,671,DPE,X -> Y,0.11748329874916144
2685,0,671,GC,Independence,0.0003041497316232889
2686,0,671,TE,X -> Y,0.30335688820586737
2687,0,671,LZP,Independence,22.0
2688,0,672,DPE,X -> Y,0.12546431071294303
2689,0,672,GC,Independence,4.998582094111633e-07
2690,0,672,TE,X -> Y,0.30509430863968356
2691,0,672,LZP,Independence,24.0
2692,0,673,DPE,X -> Y,0.12573181350740628
2693,0,673,GC,Independence,0.04009375287284365
2694,0,673,TE,X -> Y,0.2826847147947937
2695,0,673,LZP,Independence,25.0
2696,0,674,DPE,X -> Y,0.12813463511932363
2697,0,674,GC,Independence,0.00018783974717660745
2698,0,674,TE,X -> Y,0.27910483800997304
2699,0,674,LZP,Independence,24.0
2700,0,675,DPE,X -> Y,0.11836741266098802
2701,0,675,GC,Independence,7.726633433997527e-06
2702,0,675,TE,X -> Y,0.2962676958451438
2703,0,675,LZP,X -> Y,29.0
2704,0,676,DPE,X -> Y,0.15771245112409815
2705,0,676,GC,Independence,3.5322851523544634e-05
2706,0,676,TE,X -> Y,0.2565073136394428
2707,0,676,LZP,Independence,23.0
2708,0,677,DPE,X -> Y,0.09372922347392887
2709,0,677,GC,Independence,9.230800944454284e-05
2710,0,677,TE,X -> Y,0.3293714622977332
2711,0,677,LZP,Independence,22.0
2712,0,678,DPE,X -> Y,0.12420296513547119
2713,0,678,GC,Independence,0.0003239906603081833
2714,0,678,TE,X -> Y,0.3044446099303905
2715,0,678,LZP,Independence,20.0
2716,0,679,DPE,X -> Y,0.12486878391010342
2717,0,679,GC,Independence,0.007842334698218342
2718,0,679,TE,X -> Y,0.2933086314367388
2719,0,679,LZP,Independence,28.0
2720,0,680,DPE,X -> Y,0.11879797140811232
2721,0,680,GC,Independence,1.7821222108290674e-05
2722,0,680,TE,X -> Y,0.30987696043521606
2723,0,680,LZP,X -> Y,28.0
2724,0,681,DPE,X -> Y,0.09109611534186754
2725,0,681,GC,Independence,0.014740481129570592
2726,0,681,TE,X -> Y,0.3102327876706793
2727,0,681,LZP,Independence,22.0
2728,0,682,DPE,X -> Y,0.09906634669435227
2729,0,682,GC,Independence,0.00036352329936072895
2730,0,682,TE,X -> Y,0.31237795648191347
2731,0,682,LZP,X -> Y,28.0
2732,0,683,DPE,X -> Y,0.12821982600884038
2733,0,683,GC,Independence,7.287312146280244e-05
2734,0,683,TE,X -> Y,0.3011906723844784
2735,0,683,LZP,Independence,25.0
2736,0,684,DPE,X -> Y,0.11218145466354967
2737,0,684,GC,Independence,0.00044116528103012423
2738,0,684,TE,X -> Y,0.27458112416322583
2739,0,684,LZP,Independence,23.0
2740,0,685,DPE,X -> Y,0.11873800107508159
2741,0,685,GC,Independence,7.23666190969606e-08
2742,0,685,TE,X -> Y,0.31241006289973605
2743,0,685,LZP,Independence,22.0
2744,0,686,DPE,X -> Y,0.12472915322519838
2745,0,686,GC,Independence,0.003493131971373123
2746,0,686,TE,X -> Y,0.29075898812531953
2747,0,686,LZP,Independence,28.0
2748,0,687,DPE,X -> Y,0.10869782465811899
2749,0,687,GC,Independence,0.00017907292445378748
2750,0,687,TE,X -> Y,0.30698799820633216
2751,0,687,LZP,Independence,23.0
2752,0,688,DPE,X -> Y,0.12050974642709439
2753,0,688,GC,Independence,0.001854400961484329
2754,0,688,TE,X -> Y,0.2890521916511982
2755,0,688,LZP,Independence,29.0
2756,0,689,DPE,X -> Y,0.11419416878334418
2757,0,689,GC,Independence,0.00022542612279129187
2758,0,689,TE,X -> Y,0.3036392530352606
2759,0,689,LZP,Independence,19.0
2760,0,690,DPE,X -> Y,0.10542145782472709
2761,0,690,GC,Independence,1.4881713765814872e-05
2762,0,690,TE,X -> Y,0.2973024358311895
2763,0,690,LZP,X -> Y,30.0
2764,0,691,DPE,X -> Y,0.08897220821247673
2765,0,691,GC,Independence,3.6601483599406526e-06
2766,0,691,TE,X -> Y,0.33945227517768184
2767,0,691,LZP,X -> Y,25.0
2768,0,692,DPE,X -> Y,0.09591347036417575
2769,0,692,GC,Independence,0.0017000994751970042
2770,0,692,TE,X -> Y,0.3009603130723888
2771,0,692,LZP,Independence,22.0
2772,0,693,DPE,X -> Y,0.11671759752260352
2773,0,693,GC,Independence,1.6309320745061046e-07
2774,0,693,TE,X -> Y,0.3186670784749085
2775,0,693,LZP,Independence,22.0
2776,0,694,DPE,X -> Y,0.13360704979859292
2777,0,694,GC,Independence,2.7619177198990283e-06
2778,0,694,TE,X -> Y,0.29835036208743704
2779,0,694,LZP,Independence,23.0
2780,0,695,DPE,X -> Y,0.13148509695560537
2781,0,695,GC,Independence,7.988634785255609e-05
2782,0,695,TE,X -> Y,0.3207158223980226
2783,0,695,LZP,Independence,25.0
2784,0,696,DPE,X -> Y,0.12596351818216608
2785,0,696,GC,Independence,7.287312146278631e-05
2786,0,696,TE,X -> Y,0.3011906723844784
2787,0,696,LZP,Independence,25.0
2788,0,697,DPE,X -> Y,0.12564097987871553
